PU-Name,Latitude,Longitude,APC,LP,PDP,NNPP
"OPEN SPACE - ELELE OKPOKWIRI, NEAR SHAMACH FILLING STATION",7.0856253,6.301475,0,0,0,0
"AGHEDA TOWN HALL, AYUA",7.0732546,6.2690757,0,0,0,0
IYAGBUGHIE TOWN HALL,7.0732546,6.2690757,197,20,67,0
"AYUA SEC SCHOOL, AYUA",7.1472485,6.2694608,57,15,13,0
"OPEN SPACE, BY CHIEF PALACE, AYOGWIRI.",7.4472086,6.1288426,35,12,16,0
OPEN SPACE-OPP THE PALACE (IYONO QTRS),7.09121,6.296446,21,24,32,0
OPEN SPACE-OPP THE PALACE (IYONO QTRS),7.09121,6.296446,28,21,45,0
"JATTU SEC SCHL, JATTU",7.0856253,6.301475,6,23,11,0
OPEN SPACE (BEHIND AZAMA P/S),7.0856253,6.301475,11,15,26,0
"OPEN SPACE BESIDE MOSQUE, IYOGBE QTRS, JATTU",7.0844522,6.2975231,11,12,20,0
"OPEN SPACE BESIDE MOSQUE, IYOGBE QTRS, JATTU",7.0844522,6.2975231,28,16,5,0
"OPEN SPACE BESIDE MOSQUE, IYOGBE QTRS, JATTU",7.0844522,6.2975231,8,15,11,1
"AZAMA PRIMARY SCHOOL II, JATTU,",7.0856253,6.301475,11,74,31,0
"OPEN SPACE BY AYUA RD, OPP PST BEN HOUSE, BY KEJOEUTOF HOTEL JUNCT",7.0959132,6.3185075,18,53,4,0
"OPEN SPACE BY AYUA RD, OPP PST BEN HOUSE, BY KEJOEUTOF HOTEL JUNCT",7.0959132,6.3185075,14,41,41,0
"OPEN SPACE BY IKOYI ELELE RD, OPP REVELATION CHURCH",7.0668306,6.2747802,12,25,24,0
"OPEN SPACE BY IKOYI ELELE RD, OPP REVELATION CHURCH",7.0668306,6.2747802,17,43,30,0
"OPEN SPACE BY IKOYI ELELE RD, OPP REVELATION CHURCH",7.0668306,6.2747802,13,23,8,0
OPEN SPACE BY MOUNTAIN OF FIRE RD (BESIDE CHIEF ALIU),7.2192556,6.3343506,31,62,44,0
OPEN SPACE BY OGO OLUWA FILLING STATION OPP MECH. WORKSHOP,7.0642086,6.2622246,16,48,0,7
OPEN SPACE BY OGO OLUWA FILLING STATION OPP MECH. WORKSHOP,7.0642086,6.2622246,23,27,14,0
"DILIGENT GRP OF SCHL, UZAIRUE",7.0856253,6.301475,12,25,6,0
"DILIGENT GRP OF SCHL, UZAIRUE",7.0856253,6.301475,10,31,0,0
"DILIGENT GRP OF SCHL, UZAIRUE",7.0856253,6.301475,6,10,54,0
AFUDA HEALTH CENTER,6.3210128,5.6278674,21,54,29,1
AFUDA HEALTH CENTER,6.592706,6.240601,33,47,0,19
"AFUDA COMMUNITY HALL, AFUDA",6.596616,6.2396713,12,46,6,0
IDUMUOKA PRIMARY HEALTH CENTER,6.354855,5.5879017,16,24,48,0
IDUMUOKA COMMUNITY HALL,6.7193727,6.3300481,19,70,20,2
IDUMUOKA COMMUNITY HALL,6.58922,6.244205,40,10,30,0
IDUMUOKA COMMUNITY HALL,6.58922,6.244205,15,36,53,0
OBODEKO COMMUNITY HALL,6.457498,6.220309,54,61,74,0
OBODEKO COMMUNITY HALL,6.457498,6.220309,0,0,0,0
OBODEKO COMMUNITY HALL,6.457498,6.220309,1,30,7,0
OBODEKO COMMUNITY HALL,6.457498,6.220309,0,26,6,0
EKEKHEN VILLAGE SQUARE,43.6134239,-79.6964158,7,19,8,0
EKEKHEN VILLAGE SQUARE,43.6134239,-79.6964158,10,32,12,0
EKEKHEN VILLAGE SQUARE,43.6134239,-79.6964158,5,6,1,0
EGBIKI HEALTH CENTER,6.3307204,5.6093206,2,4,0,0
"OPEN SPACE BY CATTLE MARKET, IDUMUOGO",6.3687837,5.6848817,4,12,26,1
"OPEN SPACE BY CATTLE MARKET, IDUMUOGO",6.3687837,5.6848817,16,9,8,1
IDUMUOGO PRY SCH II,6.549193,6.226327,9,14,24,0
IDUMUOGO PRY SCH II,6.549193,6.226327,14,12,18,0
IDUMUOGO PRY SCH II,6.549193,6.226327,71,100,36,0
OGBE COMMUNITY HALL,6.368047,6.4998361,1,27,14,0
OGBE PRIMARY SCHOOL I,6.5129074,6.1948138,42,84,29,1
OGBE PRIMARY SCHOOL II,6.3307091,5.6163931,30,91,41,0
IKEKIALA COMMUNITY HALL,6.163908,5.546863,49,79,47,1
IDUMUOBOH COMMUNITY HALL,6.4185805,6.2642479,26,43,50,0
"EGUARE HEALTH CENTER, EGUARE",6.6035674,6.2420748,25,109,36,2
"EGUARE COMMUNITY HALL, EGUARE",6.6556135,6.2404731,5,56,19,0
"OPEN SPACE BY AREA CUSTOMARY COURT EGUARE, IGUEBEN.",6.335414,5.6236341,8,15,48,0
"OPEN SPACE BY AREA CUSTOMARY COURT EGUARE, IGUEBEN.",6.335414,5.6236341,5,35,15,0
OPEN SPACE BY GENERAL HOSPITAL OYOMON,6.7174864,6.3231484,1,20,2,1
OPEN SPACE BY GENERAL HOSPITAL OYOMON,6.7174864,6.3231484,10,90,19,2
OPEN SPACE BY GENERAL HOSPITAL OYOMON,6.7174864,6.3231484,9,30,21,1
OPEN SPACE BY GENERAL HOSPITAL OYOMON,6.7174864,6.3231484,8,13,7,0
"OKALO MARKET SQUARE, OKALO",6.510514,6.2402495,28,23,29,0
"OKALO MARKET SQUARE, OKALO",6.510514,6.2402495,17,86,23,0
OKPUJIE COMMUNITY HALL,6.507456,6.226034,10,58,27,0
"OKUTA EBELLE COMMUNITY HALL, EBELLE",6.4789514,6.2343724,19,97,21,0
"OLOGHE P/S II, OLOGHE",6.4919158,6.2429045,5,8,1,0
"OPEN SPACE BY MAGISTRATE COURT, EBELLE",6.491838,6.228307,3,23,2,1
"OPEN SPACE BY ABATTOIR NEAR MARKET, EBELLE",6.350084,5.6591646,17,132,35,0
"OPEN SPACE BY ABATTOIR NEAR MARKET, EBELLE",6.350084,5.6591646,18,31,36,0
"UHE COMMUNITY HALL, UHE",6.5978125,6.2641486,19,71,26,0
IDUMUOGBO COMMUNITY HALL,6.5978125,6.2641486,11,31,29,0
IDUMEKA PRY SCH,6.507456,6.226034,0,0,8,0
CLARA OSHIOMHOLE PRIMARY HEALTH CENTER,6.5978125,6.2641486,5,12,17,0
"ADUWAWA PRIMARY SCHOOL, ADUWAWA QUARTERS I",6.3606795,5.6836599,2,129,0,0
OPEN SPACE EDUCATION CENTRE BY BOB ISA STR OFF COLLEGE ROAD,6.4818974,5.6186434,7,38,6,0
"OPEN SPACE FRONT OF  CHRIST CHOSEN CHURCH OBANOR, OFF COLLEGE RD",6.3214211,5.6500927,19,35,5,1
"OPEN SPACE BY CONQUEST HEIGHT ACADEMY, OJO STR. OFF COLLEGE RD",6.3574482,5.6632282,1,11,20,0
"OPEN SPACE FRONT OF TRANSFORMER, ASEMOTA STR OFF COLLEGE RD",6.3946786,5.6135523,10,39,26,3
"OPEN SPACE KEKE PARK, COLLEGE ROAD JUNCTION BY ADUWAWA",6.363502,5.677931,16,45,77,4
"WATER RESERVOIR, ADUWAWA I",6.3942467,5.6157196,1,28,2,0
"WATER RESERVOIR, ADUWAWA I",6.3942467,5.6157196,1,57,1,1
OPEN SPACE IN FRONT OF SAWMILL BY RELIANCE JUNCTION,6.3652394,5.6757894,5,38,1,0
"OPEN SPACE, FRONT OF OFFICE OF THE SURVEYOR GENERAL, SURVEYOR RD",9.0275069,7.4863136,2,65,2,1
"OPEN SPACE IN  FRONT OF PRIME GROUP OF SCHOOL, SURVEYOR RD, BEHIND NTA",6.3638832,5.6774946,8,50,4,0
"OPEN SPACE BY WAEC JUNCTION, ALONG ADUWAWA",6.3387418,5.6321362,0,47,0,1
"OPEN SPACE IN  FRONT OF MOUNTAIN OF FIRE AND MIRACLE, WAEC RD",6.281891,5.6610116,0,41,0,0
"OPEN SPACE IN FRONT OF OSAS MOTORS, BENIN AUCHI ROAD I",6.36703,5.6817709,20,157,11,1
"OPEN SPACE IN FRONT OF OSAS MOTORS, BENIN AUCHI ROAD II",6.366642,5.681667,11,107,11,1
OPEN SPACE SHEILAMOH TRANSPORT OPP BIG JOE II,6.36703,5.6817709,32,83,15,2
OPEN SPACE SHEILAMOH TRANSPORT OPP BIG JOE II,6.36703,5.6817709,0,42,2,0
OPEN SPACE IN FRONT OF PSW HOUSE II,43.4192086,-80.3243555,2,29,0,1
"OPEN SPACE MECHANIC WORKSHOP, BESIDE ADEYAN EVENT CENTRE OPP ALICO GAS",6.346513,5.676038,21,44,43,3
OPEN SPACE GREEN PARK ACADEMY I,6.3503231,5.6526467,5,58,4,0
OPEN SPACE IN FRONT OF GREEN PARK ACADEMY II,6.3638832,5.6774946,0,43,1,0
OPEN SPACE TOMATOES MARKET ALONG UPPER MISSION EXTENSION I,6.36977,5.682376,30,75,37,7
OPEN SPACE TOMATOES MARKET ALONG UPPER MISSION RD II,6.361697,5.682227,35,45,43,0
OPEN SPACE TOMATOES  MARKET ALONG UPPER MISSION EXTENSION III,6.369535,5.632306,40,45,18,3
OPEN SPACE LIVESTOCK MARKET OFF UPPER MISSION EXTENSION I,6.373006,5.680419,10,100,84,6
OPEN SPACE LIVESTOCK MARKET OFF UPPER MISSION EXTENSION II,6.373719,5.681095,9,62,37,1
EDO STATE SKILLS AQUISTION CENTER I,6.371641,5.688367,12,123,10,0
EDO STATE SKILLS AQUSITION CENTER II,6.370213,5.687473,26,100,9,0
"OPEN SPACE KEKE PARK BY EHIABANIMU JUNCTION, GUINNESS WAREHOUSE, ADUWAWA",6.3387418,5.6321362,1,2,1,0
"OPEN SPACE FRONT OF DESTINY GROUP OF SCH, CHAIRMAN ROAD, URORA, CLOSE TO MOAT",6.3192074,5.6708497,3,48,1,0
OPEN SPACE BY URORA JUNCTION BY NETWORK MAST,6.375041,5.694622,0,37,0,0
"OPEN SPACE FRONT OF MECHANIC WORKSHOP, OPP UYI EDO JUNCTION URORA",6.2866972,5.6328293,0,61,0,2
OPEN SPACE FRONT OF BETHEL FAITH GROUP OF SCH. ALONG BENIN AUCHI RD,6.366659,5.680331,4,319,6,0
"OPEN SPACE IN FRONT OF LATTER DAY SAINT OF JESUS CHRIST, URORA, BENIN AUCHI RD I",6.390564,5.6143861,38,123,2,1
"OPEN SPACE IN FRONT OF LATTER DAY SAINT OF JESUS CHRIST, URORA, BENIN AUCHI RD II",6.390564,5.6143861,35,40,9,1
URORA SECONDARY SCHOOL I,43.9995061,-79.4713732,0,0,0,0
URORA SECONDARY SCHOOL II,43.9995061,-79.4713732,5,112,2,0
URORA SECONDARY SCHOOL III,6.3685615,5.6968405,0,0,0,0
"OPEN SPACE MANGER EDUCATION CENTER, OHOVBE RD, EVBOMODU I",6.3140619,5.6151215,0,19,12,0
"OPEN SPACE MANGER EDUCATION CENTRE, OHOVBE ROAD, EVBOMODU II",6.3522118,5.6239988,0,0,0,0
OPEN SPACE BY URORA MARKET,6.3751323,5.6945674,13,113,6,2
"OPEN SPACE NEAR RICHES OF FAITH MISSION, BENIN AUCHI RD",6.3419374,5.7141343,1,16,4,0
"OPEN SPACE NEAR UNITY GROUP OF SCHOOLS, BENIN AUCHI RD",6.3665244,5.6890843,3,23,4,0
INSIDE ADUWAWA MARKET AREA I,6.370025,5.68475,8,23,0,0
INSIDE ADUWAWA MARKET AREA II,6.368145,5.683683,9,53,27,5
INSIDE ADUWAWA MARKET AREA III,6.367203,5.683696,11,10,12,4
OPEN SPACE POWERLINE STREET JUNCTION BY EWEKA STREET,6.3574059,5.6311376,0,91,24,1
OPEN SPACE EHIGIATOR STREET BY JEHOVAH WITNESS,42.9655473,-80.0646049,6,43,5,0
OPEN SPACE UWA STREET BY POWERLINE JUNCTION,6.309796,5.635419,5,108,10,0
OPEN SPACE FRONT OF IGBINOVIA GROUP OF SCHOOL DUMEZ RD,6.3097267,5.6375098,12,46,6,0
OPEN SPACE OBASUYI STREET BY 2ND UWA JUNCTION,6.306497,5.632704,2,42,2,0
"OPEN SPACE OKUNDIA STREET, OFF EREDIAUWA",6.3502823,5.6047825,9,151,13,1
"OPEN SPACE IN FRONT OF VINDA MEDICAL CENTER, 1ST UWA LANE",6.3059938,5.6318687,1,58,0,0
OPEN SPACE NOSAYABA JUNCTION BY 1ST UWA LANE,6.6341831,5.9304056,1,32,1,2
OPEN SPACE IN FRONT OF FOURSQUARE CHURCH BY NOSAYABA STREET,43.7262275,-79.4744291,2,58,0,0
OPEN SPACE NOSAYABA JUNCTION BY POWERLINE,6.2701005,5.7097005,1,21,1,0
OPEN SPACE DUMEZ RD BY CATTLE MARKET,6.3496306,5.6609366,5,15,0,0
OPEN SPACE BY DUMEZ MARKET,6.3496306,5.6609366,6,56,1,0
OPEN SPACE IN FRONT OF TREASURE HOUSE ASSEMBLY CHURCH DUMEZ RD,6.3112379,5.6189864,1,15,0,0
OPEN SPACE BY CHURCH LANE JUNCTION OFF ALOHAN JUNCTION,6.2701005,5.7097005,4,53,5,0
OPEN SPACE UYI-EHIOROBO STREET BY OMO-EDOKPOLOR JUNCTION DUMEZ RD,6.226887,5.636037,5,36,6,0
OPEN SPACE FRONT OF CHRIST FOUNDATION CHURCH BEHIND SCHOOL OF HEALTH,6.3174647,5.6565416,0,22,0,0
OPEN SPACE FRONT OF CHRIST BELIEVERS ASSEMBLY OSAREMWINDA STREET BEHIND SCHOOL OF HEALTH,6.4421011,3.4598525,1,21,0,0
SCHOOL OF HEALTH AND TECHNOLOGY DUMEZ VII,6.6341831,5.9304056,1,50,4,1
"GORRETTI, IVBIOTOR PRY SCH IX",6.3030915,5.6395407,2,65,6,0
"GORRETTI, IVBIOTOR PRY SCH XI",6.3030915,5.6395407,4,55,1,0
OPEN SPACE DUMEZ JUNCTION BY SAPELE RD,6.2011776,5.6419193,1,21,1,0
"OPEN SPACE BY GOSPEL LIGHT CHURCH, EREDIAUWA STREET",9.023966,7.4646192,2,23,1,0
OPEN SPACE FRONT OF DEEPER LIFE CHURCH IYENAMA ST. OFF EREDIAUWA,6.2957028,5.6560701,1,12,0,0
"OPEN SPACE BY 4TH EREDIAUWA JUNCTION, OLD ROAD",6.2956384,5.6420025,2,43,3,1
ITOHAN GIRLS GRAMMAR SCHOOL VIII,6.6341831,5.9304056,2,78,1,0
ITOHAN GIRLS GRAMMAR SCH IX,6.301587,5.633088,2,18,3,0
OPEN SPACE BESIDE MANPOWER OFF OLD SAPELE RD,6.226887,5.636037,3,61,9,1
OPEN SPACE OPP MEGA CHURCH UWUIGBE STREET BY MAGISTRATE COURT JUNCTION,6.2883327,5.6390944,0,19,0,0
OPEN SPACE FRONT OF CHURCH OF GOD MISSION BY OLD SAPELE RD.,6.716327,6.320784,1,51,2,1
OPEN SPACE OPP KOKUN HOTEL BY OLD SAPELE ROAD,6.2912542,5.6343914,0,19,2,0
"EVBORIARIA PRY SCHOOL I, OFF SAPELE ROAD",6.086888,5.6644506,3,49,0,0
"EVBORIARIA PRY SCHOOL II, OFF SAPELE ROAD",6.086888,5.6644506,25,0,0,0
"EVBORIARIA PRY SCHOOL III, OFF SAPELE ROAD",6.086888,5.6644506,0,21,1,0
"EVBORIARIA PRY SCHOOL IV, OFF SAPELE ROAD",6.086888,5.6644506,0,13,0,0
"SANTANA MARKET, BY SAPELE ROAD",6.2914997,5.6324874,1,36,0,0
"OPEN SPACE PZ MARKET, OFF SAPELE ROAD I",6.086888,5.6644506,1,145,0,1
"OPEN SPACE PZ MARKET, OFF SAPELE ROAD II",6.2789064,5.642928,3,105,1,0
FRONT OF FRSC OFF PZ ROAD,6.2789848,5.6423103,3,164,3,0
"OPEN SPACE CHRISTIAN MISSIONARY REVIVAL MINISTRY, ALONG PZ ROAD, EVBORIARIA",6.3214211,5.6500927,1,72,0,0
"SANTANA MARKET, SAPELE ROAD",6.2914997,5.6324874,0,31,2,0
OPEN SPACE BY ISNO EDUCATION CENTRE I,6.2892727,5.6672115,3,46,0,0
OPEN SPACE BY ISNO EDUCATION CENTRE II,6.2892727,5.6672115,1,108,11,0
"OPEN SPACE BY KEKE PARK IDAHOR JUNC BESIDE ODOSA FILLING STATION, UPPER SAKPONBA RD",6.2860882,5.6723869,7,93,3,0
"IDOGBO, IDOGBO OPEN SPACE NEAR ABIKO MARKET VI",6.29636,5.655767,0,19,9,0
"IDOGBO, IDOGBO OPEN SPACE NEAR ABIKO MARKET VII",6.296358,5.655762,1,27,11,1
"IDOGBO, IDOGBO OPEN SPACE NEAR ABIKO MARKET VIII",6.296078,5.655793,3,32,15,0
"IDOGBO, IDOGBO OPEN SPACE NEAR ABIKO MARKET IX",6.295961,5.655839,0,22,6,0
"ABIKO WATER BOARD, OFF UPPER SAKPONBA RD I",6.295961,5.654711,2,111,4,0
"ABIKO WATER BOARD, OFF UPPER SAKPONBA RD II",6.295903,5.654615,5,104,26,0
MARY MOTHER OF REDEEMER CATHOLIC CHURCH I,6.29222,5.670322,3,52,20,0
MARY MOTHER OF REDEEMER CATHOLIC CHURCH II,6.292253,5.670332,0,7,2,0
"OPEN SPACE SPIRIT AND LIFE BIBLE CHURCH, BEHIND ALEX O. FILLING STATION",6.3136619,5.6049707,7,107,6,0
"OPEN SPACE BY TRANSFORMER, ALONG IGHOMWENGHIAN STR. OPP OKA MARKET",6.2905464,5.662271,3,18,8,0
IDOGBO PRIMARY SCHOOL,6.3076912,5.6485377,6,139,21,0
OPEN SPACE  EGBA COMMUNITY MARKET,6.0603627,5.6600358,3,80,64,3
EGBA PRIMARY SCHOOL I,6.2820455,5.6828475,0,75,13,1
EGBA PRIMARY SCHOOL II,6.2648686,5.6649202,2,35,10,1
OBAGIENOKPORO - OSEMWENDE PRY. SCH. I,6.2387581,5.6363785,3,42,7,4
OKA MARKET SPACE(II),6.2905464,5.662271,4,83,4,0
OKA MARKET SPACE(III),6.2905464,5.662271,3,51,11,1
"OPEN SPACE NOMAYO JUNCTION, UPPER SAKPONBA",6.2975553,5.6540929,8,108,17,0
OPEN SPACE IN FRONT OF EDO COMMAND & IMMIGRATION OFFICE,6.351957,5.657885,6,168,9,0
OPEN SPACE TEBOGAN MARKET BY JESUS THE LIVING WORD MINISTRIES.,6.379778,5.661183,1,181,8,1
OPEN SPACE IN FRONT OF NABTEB,6.351088,5.6588,4,59,4,0
OPEN SPACE BESIDE PRECIOUS PRINCE AND PRINCESS SCHOOL I.,6.3496809,5.6862157,11,231,12,1
OPEN SPACE IN FRONT OF UTEH COMMUNITY SECRETARIAT I,6.395807,5.661475,1,105,5,0
OPEN SPACE IN FRONT OF UTEH COMMUNITY SECRETARIAT II,6.395786,5.672627,6,189,4,1
"FEDERAL MORTGAGE BANK I, CUSTOM ROAD",6.362192,5.667735,12,145,2,1
"FEDERAL MORTGAGE BANK III, CUSTOM ROAD",6.361971,5.667819,0,0,0,0
OPEN SPACE FRONT OF ST JUDE CATHOLIC CHURCH I,5.5697388,5.7891109,6,59,5,0
OPEN SPACE OGIEOBA STREET BY IYOBOR JUNCTION,6.226887,5.636037,12,170,10,0
OPEN SPACE BY AGHO STREET JUNCTION OFF UPPER MISSION EXT.,6.2701005,5.7097005,3,245,17,1
UTEH SECONDARY SCHOOL I,6.3873928,5.6563119,3,169,17,3
EDOH PRIMARY SCHOOL I,6.3503231,5.6526467,3,62,8,1
"OBAYANTOR, AIGHEMUSA PRIMARY SCHOOL II",6.228565,5.661988,1,25,4,0
EVBAOBOGUN PRIMARY SCHOOL I,6.261265,5.660325,9,160,16,0
OPEN SPACE BY KEKE PARK EVBUOBOGUN JUNCTION,6.226887,5.636037,1,123,2,1
"OBAYANTOR, OSEMWENDE SEC SCHOOL I",6.227675,5.636032,5,140,14,0
"OBAYANTOR, OSEMWENDE SEC SCHOOL II",6.227625,5.625703,0,56,1,10
OHOGHOBI HEALTH CENTER,6.226887,5.636037,6,251,6,0
"IYI-EWARE PRIMARY SCHOOL, UHIE",6.194307,5.637478,14,195,8,0
OPEN SPACE- ST THOMAS AQUINAS CATHOLIC CHURCH. I,6.3490367,5.6834271,3,177,1,0
"OPEN SPACE ST THOMAS AQUINAS CATHOLIC CHURCH, II",6.3490367,5.6834271,2,118,2,0
OPEN SPACE -LIGHT OF THE WORLD BIBLE CHURCH,6.3112744,5.6046265,0,127,10,0
OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL I,6.3391912,5.6806151,11,117,1,2
OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL II,6.3391912,5.6806151,6,169,12,3
OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL III,6.3391912,5.6806151,4,75,1,1
OPEN FIELD BEFORE QUEEN EDE SEC SCHOOL IV,6.3391912,5.6806151,4,65,3,0
"OPEN SPACE POGAH JUNCTION, OFF BENIN AGBOR ROAD I",6.3496809,5.6862157,4,109,2,0
"OPEN SPACE POGAH JUNCTION, OFF BENIN AGBOR RD II",6.3471785,5.6744075,1,35,3,0
OGBESON HEALTH CENTER,6.3445496,5.6983979,13,179,15,0
"OPEN SPACE, AGBOR PARK I",6.345931,5.687633,2,44,6,0
"OPEN SPACE, AGBOR PARK II",6.345765,5.687496,5,45,7,1
OGIEGBAEN PRY SCHOOL I,6.3503231,5.6526467,5,196,5,0
OGIEGBAEN PRY SCHOOL II,6.3503231,5.6526467,6,217,3,0
OPEN SPACE BY LAHOR MEDICAL CENTER  I,6.3422689,5.694816,7,137,10,1
OPEN SPACE BY LAHOR MEDICAL CENTER II,6.3422689,5.694816,7,134,8,0
OPEN SPACE OPPOSITE ERESOYEN PRY SCHOOL I,6.3441225,5.6909748,13,260,3,0
OPEN SPACE OPPOSITE ERESOYEN PRY SCHOOL II,6.3471787,5.6743616,3,111,7,1
OHOVBE MARKET,6.3561388,5.698069,8,86,12,1
OPEN SPACE TONY DEE WAY JUNCTION OPP NNPC DEPOT MTN MAST,6.3360422,5.696605,15,264,3,0
"OPEN SPACE,BY LIGHTHOUSE POLYTECHNIC",6.3485487,5.6661053,6,152,16,0
"OPEN SPACE,BY LIGHTHOUSE POLYTECHNIC",6.3485487,5.6661053,6,147,9,2
OHOVBE PRIMARY SCHOOL II,6.353232,5.703973,1,48,3,0
OHOVBE PRIMARY SCHOOL II,6.353232,5.703973,2,62,9,0
OHOVBE PRIMARY SCHOOL IV,6.353232,5.703973,2,97,7,0
OHOVBE PRIMARY SCHOOL V,6.353232,5.703973,6,85,6,0
OPEN SPACE ALONG PIPELINE AMUFI I,6.2701005,5.7097005,4,71,15,1
OPEN SPACE ALONG PIPELINE AMUFI II,6.2701005,5.7097005,1,72,7,0
EVBO-AMUFI PRIMARY SCHOOL I,6.353232,5.703973,8,293,1,2
EVBO-AMUFI PRIMARY SCHOOL II,6.3491491,5.7223692,6,174,2,0
"OPEN SPACE , RUBBER FACTORY BY CASSAVA MILL.",6.069168,5.660662,2,23,22,0
"OHON PRIMARY SCHOOL VI, OLOGBO",6.0612215,5.6615324,2,101,30,0
"OPEN SPACE, BAPTIST SECONDARY SCHOOL, OLOGBO",6.060755,5.661427,0,0,0,0
"NDDC HEALTH CENTER, OLOGBO",6.060697,5.661623,1,46,5,0
OPEN SPACE OLOGBO MARKET I,6.0603627,5.6600358,0,24,5,1
OPEN SPACE OLOGBO MARKET II,6.0603627,5.6600358,2,62,12,2
OPEN SPACE OLOGBO MARKET III,6.0603627,5.6600358,1,45,4,0
OPEN SPACE OLOGBO MARKET IV,6.0603627,5.6600358,2,29,11,0
"OLOGBO PRIMARY SCHOOL III, OLOGBO",6.0612215,5.6615324,2,42,12,0
"OLOGBO PRIMARY SCHOOL IV, OLOGBO",6.0612215,5.6615324,0,24,1,2
"OLOGBO PRIMARY SCHOOL V, OLOGBO",6.0612215,5.6615324,8,64,31,0
"OPEN SPACE  IN FRONT OF EVER LIVING CHURCH, OGISO QUARTER I",6.338918,5.64888,3,88,0,0
"OPEN SPACE IN FRONT OF EVER LIVING CHURCH, OGISO QUARTER II",6.338853,5.649058,4,57,4,0
OPEN SPACE BESIDE SPIRIT AND LIFE FAMILY BIBLE CHURCH ALONG SLOPE BY JEMILA JUNCTION I,6.349552,5.644949,1,38,2,0
"OPEN SPACE BESIDE SPIRIT AND LIFE BIBLE CHURCH ALONG SLOPE, BY JEMILA JUNCTION I",6.349552,5.644949,5,33,6,0
OPEN SPACE IN FRONT OF PIONEER EDUCATION CENTER OFF JEMILA ROAD I,6.347105,5.657488,3,55,0,1
OPEN SPACE IN FRONT OF PIONEER EDUCATION CENTER OFF JEMILA ROAD II,6.346912,5.65742,2,77,4,2
OPEN SPACE IN FRONT OF PIONEER EDUCATION CENTER OFF JEMILA ROAD III,6.346907,5.657533,2,30,1,0
"OPEN SPACE ST CAROL SCHOOL I, OSEMWENKHAE",6.3477183,5.66119,8,21,6,1
"OPEN SPACE ST CAROL SCHOOL II, OSEMWENKHAE",6.3477183,5.66119,15,31,13,0
"OPEN SPACE AGBONIFO STREET, BEHIND UBA",6.304681,5.6298291,3,28,2,1
OPEN SPACE ASSEMBLIES OF GOD CHURCH BESIDE ILUOBE FILLING STATION,6.347725,5.657488,0,27,0,1
INSIDE RAMAT PARK I,6.350084,5.6591646,6,158,10,0
"OPEN SPACE PAULINGO HOTEL, AKE STREET, OFF AGBOR ROAD",6.3491341,5.6726914,1,30,3,1
OPEN SPACE BY GLOVIC GROUP OF SCHOOL II,6.3435706,5.6662932,3,29,1,1
OPEN SPACE BY GLOVIC GROUP OF SCHOOL III,6.3435706,5.6662932,1,26,3,0
OPEN SPACE- OREGBENI HOUSING ESTATE FIELD I BY OREGBENI POLICE STATION ROAD,6.346761,5.669716,6,57,4,1
OPEN SPACE- OREGBENI HOUSING ESTATE FIELD II BY OREGBENI POLICE STATION ROAD,6.346553,5.669487,1,28,2,0
"OPEN SPACE BESIDE BUVEL OIL, ALONG AGBOR ROAD I",6.348407,5.669173,2,18,1,0
"OPEN SPACE BESIDE BUVEL OIL, ALONG AGBOR ROAD II",6.348407,5.669173,0,0,0,0
"OPEN SPACE IN FRONT OF MENTUS  PHARMACY, RAMAT PARK I",6.349803,5.659915,4,142,26,0
"OPEN SPACE IN FRONT OF MENTUS PHARMACY, RAMAT PARK II",6.349836,5.659863,14,151,10,4
"OPEN SPACE OKUNDAYE JUNCTION BEHIND ZENITH BANK, AGBOR ROAD,",6.3385092,5.7100267,2,27,6,0
"OPEN SPACE KEKE PARK, BEHIND GUINNESS",6.3751754,5.6129448,2,40,0,0
"OPEN SPACE BESIDE KOJO MOTORS, BENIN AGBOR ROAD",6.3482137,5.6741173,0,95,4,1
"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, IGBO QUARTERS I, OREGBENI HOUSING ESTATE",6.341478,5.670517,1,29,4,0
"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, IGBO QUARTERS I, OREGBENI HOUSING ESTATE",6.341478,5.670517,1,28,2,0
"OPEN SPACE BY ASSEMBLIES OF GOD CHURCH, IGBO QUARTERS III OREGBENI HOUSING ESTATE",6.3472159,5.6622205,1,40,1,0
NATIONAL TEACHER INSTITUTE KADUNA EDO STATE OFFICE AGBOR ROAD I,6.346282,5.670517,1,33,0,0
INSIDE RAMAT PARK II,6.350084,5.6591646,7,128,6,2
INSIDE RAMAT PARK III,6.3505828,5.6612423,9,133,7,0
INSIDE RAMAT PARK IV,6.350084,5.6591646,0,137,0,0
NECO EDO STATE OFFICE I,6.3467095,5.6743326,7,59,2,0
NECO EDO STATE OFFICE II,6.3467095,5.6743326,3,43,6,0
NECO EDO STATE OFFICE III,6.3467095,5.6743326,2,37,0,0
"OPEN SPACE KEKE PARK, IGIESOTA ROAD, BESIDE GUINNESS II",6.3396888,5.661854,4,56,5,0
OPEN SPACE OBASEKI JUNCTION BY JEHOVAH WITNESS AGBOR RD,6.3423325,5.6589414,1,25,0,0
